exerciseId,name,nameEn,mediaStatus,tier,confidence,sourceId,sourceName,projectEquipment,sourceEquipment,primaryMuscleCompatibility,conflictSummary,recommendedAction,startImageUrl,peakImageUrl
EX_DOUBLE_KNEE_TO_CHEST,仰卧双膝抱胸,仰卧双膝抱胸,missing,unmatched,0.330,One_Knee_To_Chest,One Knee To Chest,瑜伽垫,,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One_Knee_To_Chest/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One_Knee_To_Chest/1.jpg
EX_FOAM_ROLL_THORACIC,泡沫轴胸椎后侧滚动,泡沫轴胸椎后侧滚动,missing,unmatched,0.273,Adductor,Adductor,泡沫轴,foam roll,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Adductor/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Adductor/1.jpg
EX_GLUTE_BRIDGE,双腿臀桥,Glute Bridge,missing,manual-review,0.747,Butt_Lift_Bridge,Butt Lift (Bridge),自重,body only,1.000,体态/康复动作不能自动映射为普通训练动作,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Butt_Lift_Bridge/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Butt_Lift_Bridge/1.jpg
EX_HALF_KNEEL_HIP_FLEXOR_STRETCH,半跪姿髋前侧拉伸,半跪姿髋前侧拉伸,missing,unmatched,0.367,Intermediate_Hip_Flexor_and_Quad_Stretch,Intermediate Hip Flexor and Quad Stretch,瑜伽垫,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Intermediate_Hip_Flexor_and_Quad_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Intermediate_Hip_Flexor_and_Quad_Stretch/1.jpg
EX_LOW_ANGLE_ABDUCTION_CABLE,低位龙门架单侧低角度肩外展,低位龙门架单侧低角度肩外展,missing,unmatched,0.355,Low_Cable_Crossover,Low Cable Crossover,龙门架,cable,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Low_Cable_Crossover/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Low_Cable_Crossover/1.jpg
EX_LOW_ANGLE_ABDUCTION_DUMBBELL,轻哑铃单侧低角度肩外展,轻哑铃单侧低角度肩外展,missing,unmatched,0.299,Single_Dumbbell_Raise,Single Dumbbell Raise,轻哑铃,dumbbell,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Single_Dumbbell_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Single_Dumbbell_Raise/1.jpg
EX_MASSETER_SELF_MASSAGE,咬肌区域轻柔自我按摩,咬肌区域轻柔自我按摩,missing,unmatched,0.173,Adductor,Adductor,双手,foam roll,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Adductor/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Adductor/1.jpg
EX_POSTERIOR_SHOULDER_PRESSURE_RELEASE,肩后侧局部按压放松,肩后侧局部按压放松,missing,unmatched,0.210,Posterior_Tibialis_Stretch,Posterior Tibialis Stretch,按摩球或手指,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Posterior_Tibialis_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Posterior_Tibialis_Stretch/1.jpg
EX_QUADRUPED_THORACIC_FLEX_EXTENSION,四点跪姿胸椎屈伸控制,四点跪姿胸椎屈伸控制,missing,unmatched,0.282,Chain_Handle_Extension,Chain Handle Extension,瑜伽垫,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chain_Handle_Extension/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chain_Handle_Extension/1.jpg
EX_QUADRUPED_THORACIC_ROTATION,四点跪姿手扶头胸椎旋转,四点跪姿手扶头胸椎旋转,missing,unmatched,0.273,Chair_Leg_Extended_Stretch,Chair Leg Extended Stretch,瑜伽垫,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/1.jpg
EX_SCAP_BAND_POSTERIOR_TILT_ELEVATION,弹力带辅助肩胛后倾上举,弹力带辅助肩胛后倾上举,missing,unmatched,0.287,Internal_Rotation_with_Band,Internal Rotation with Band,弹力带,bands,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Internal_Rotation_with_Band/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Internal_Rotation_with_Band/1.jpg
EX_SCAP_ELEVATED_PROTRACTION,高位支撑肩胛俯卧撑,高位支撑肩胛俯卧撑,missing,unmatched,0.173,Adductor,Adductor,稳固桌面或高位支撑面,foam roll,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Adductor/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Adductor/1.jpg
EX_SCAP_QUADRUPED_PROTRACTION,四点跪姿肩胛前伸控制,四点跪姿肩胛前伸控制,missing,unmatched,0.273,Chair_Leg_Extended_Stretch,Chair Leg Extended Stretch,瑜伽垫,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/1.jpg
EX_SCAP_WALL_PROTRACTION,墙面肩胛俯卧撑,墙面肩胛俯卧撑,missing,unmatched,0.273,Chair_Leg_Extended_Stretch,Chair Leg Extended Stretch,墙面,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/1.jpg
EX_SCM_STRETCH,胸锁乳突肌区域拉伸,胸锁乳突肌区域拉伸,missing,unmatched,0.320,All_Fours_Quad_Stretch,All Fours Quad Stretch,自重,body only,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/All_Fours_Quad_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/All_Fours_Quad_Stretch/1.jpg
EX_SINGLE_KNEE_TO_CHEST,仰卧单膝抱胸,仰卧单膝抱胸,missing,unmatched,0.330,One_Knee_To_Chest,One Knee To Chest,瑜伽垫,,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One_Knee_To_Chest/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One_Knee_To_Chest/1.jpg
EX_STANDING_CERVICAL_RETRACTION_HOLD,站姿颈部水平回缩保持,站姿颈部水平回缩保持,missing,unmatched,0.273,Stomach_Vacuum,Stomach Vacuum,自重,body only,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Stomach_Vacuum/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Stomach_Vacuum/1.jpg
EX_SUBOCCIPITAL_SELF_MASSAGE,枕下区域轻柔自我按揉,枕下区域轻柔自我按揉,missing,unmatched,0.173,Adductor,Adductor,双手,foam roll,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Adductor/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Adductor/1.jpg
EX_SUPINE_EXHALE_RIBCAGE_CONTROL,仰卧屈膝呼气胸廓控制,仰卧屈膝呼气胸廓控制,missing,unmatched,0.273,Chair_Leg_Extended_Stretch,Chair Leg Extended Stretch,瑜伽垫,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/1.jpg
EX_SUPINE_POSTERIOR_PELVIC_TILT,仰卧骨盆后倾控制,仰卧骨盆后倾控制,missing,unmatched,0.310,Posterior_Tibialis_Stretch,Posterior Tibialis Stretch,瑜伽垫,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Posterior_Tibialis_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Posterior_Tibialis_Stretch/1.jpg
EX_TEMPORALIS_CONTACT_CONTROLLED_OPENING,双侧颞肌接触式控制张口,双侧颞肌接触式控制张口,missing,unmatched,0.173,Adductor,Adductor,双手,foam roll,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Adductor/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Adductor/1.jpg
EX_TOWEL_CERVICAL_EXTENSION,毛巾辅助颈部后伸活动,毛巾辅助颈部后伸活动,missing,unmatched,0.291,Chain_Handle_Extension,Chain Handle Extension,毛巾,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chain_Handle_Extension/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chain_Handle_Extension/1.jpg
EX_TOWEL_RESISTED_CERVICAL_RETRACTION_ISOMETRIC,毛巾抗阻颈部回缩等长控制,毛巾抗阻颈部回缩等长控制,missing,unmatched,0.273,Chair_Leg_Extended_Stretch,Chair Leg Extended Stretch,毛巾,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/1.jpg
EX_WALL_ELBOW_CHEST_SHOULDER_STRETCH,墙面肘支撑胸肩前侧拉伸,墙面肘支撑胸肩前侧拉伸,missing,unmatched,0.341,Round_The_World_Shoulder_Stretch,Round The World Shoulder Stretch,墙面,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Round_The_World_Shoulder_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Round_The_World_Shoulder_Stretch/1.jpg
EX_WALL_FIVE_POINT_ALIGNMENT,靠墙五点对齐与颈肩回缩保持,靠墙五点对齐与颈肩回缩保持,missing,unmatched,0.273,Chair_Leg_Extended_Stretch,Chair Leg Extended Stretch,墙面,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/1.jpg
EX_WALL_SCAPULAR_RETRACTION_ISOMETRIC,靠墙肩胛后缩等长控制,靠墙肩胛后缩等长控制,missing,unmatched,0.273,Chair_Leg_Extended_Stretch,Chair Leg Extended Stretch,墙面,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/1.jpg
ez-bar-curl,曲杆弯举,EZ-bar Curl,complete,already-covered,1.000,EZ-Bar_Curl,EZ-Bar Curl,杠铃,e-z curl bar,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/EZ-Bar_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/EZ-Bar_Curl/1.jpg
face-pull,面拉,Face Pull,complete,already-covered,1.000,Face_Pull,Face Pull,绳索器械 / 弹力带,cable,0.333,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Face_Pull/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Face_Pull/1.jpg
feet-elevated-inverted-row,抬脚反向划船,Feet-elevated Inverted Row,missing,manual-review,0.605,Inverted_Row,Inverted Row,自重,,0.500,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Inverted_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Inverted_Row/1.jpg
frog-pump,蛙式臀桥,Frog Pump,missing,unmatched,0.551,Step-up_with_Knee_Raise,Step-up with Knee Raise,自重,body only,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Step-up_with_Knee_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Step-up_with_Knee_Raise/1.jpg
front-squat,杠铃前蹲,Barbell Front Squat,complete,already-covered,1.000,Front_Barbell_Squat,Front Barbell Squat,杠铃 / 深蹲架,barbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Front_Barbell_Squat/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Front_Barbell_Squat/1.jpg
glute-bridge,臀桥,Glute Bridge,complete,already-covered,1.000,Butt_Lift_Bridge,Butt Lift (Bridge),自重,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Butt_Lift_Bridge/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Butt_Lift_Bridge/1.jpg
goblet-squat,壶铃高脚杯深蹲,Kettlebell Goblet Squat,complete,already-covered,1.000,Goblet_Squat,Goblet Squat,壶铃,kettlebells,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Goblet_Squat/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Goblet_Squat/1.jpg
hack-squat,哈克深蹲,Hack Squat,complete,already-covered,1.000,Hack_Squat,Hack Squat,哈克深蹲机,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Hack_Squat/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Hack_Squat/1.jpg
half-kneeling-landmine-press,半跪姿地雷架推举,Half-kneeling Landmine Press,missing,unmatched,0.501,Clean_and_Press,Clean and Press,地雷架 / 杠铃,barbell,1.000,身体姿态不一致：kneeling ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Clean_and_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Clean_and_Press/1.jpg
half-kneeling-pallof-press,半跪姿绳索抗旋推,Half-kneeling Pallof Press,missing,unmatched,0.385,Pallof_Press,Pallof Press,绳索器械,cable,1.000,身体姿态不一致：kneeling ≠ 未注明；发力方向冲突：push ≠ pull,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Pallof_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Pallof_Press/1.jpg
hammer-curl,锤式弯举,Hammer Curl,missing,manual-review,0.779,Cross_Body_Hammer_Curl,Cross Body Hammer Curl,哑铃,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cross_Body_Hammer_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cross_Body_Hammer_Curl/1.jpg
handstand-push-up,倒立撑,Handstand Push-up,missing,unmatched,0.584,Handstand_Push-Ups,Handstand Push-Ups,自重,body only,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Handstand_Push-Ups/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Handstand_Push-Ups/1.jpg
hang-clean,杠铃悬垂翻,Barbell Hang Clean,missing,manual-review,0.659,Clean,Clean,杠铃,barbell,0.500,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Clean/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Clean/1.jpg
hanging-knee-raise,悬垂屈膝举腿,Hanging Knee Raise,missing,manual-review,0.704,Bent-Knee_Hip_Raise,Bent-Knee Hip Raise,单杠,body only,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bent-Knee_Hip_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bent-Knee_Hip_Raise/1.jpg
hanging-leg-raise,悬垂举腿,Hanging Leg Raise,complete,already-covered,1.000,Hanging_Leg_Raise,Hanging Leg Raise,单杠,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Hanging_Leg_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Hanging_Leg_Raise/1.jpg
hanging-windshield-wiper,悬垂雨刷式摆腿,Hanging Windshield Wiper,missing,manual-review,0.584,Crunch_-_Legs_On_Exercise_Ball,Crunch - Legs On Exercise Ball,单杠,body only,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Crunch_-_Legs_On_Exercise_Ball/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Crunch_-_Legs_On_Exercise_Ball/1.jpg
high-cable-curl,绳索高位弯举,High Cable Curl,missing,manual-review,0.779,Cable_Preacher_Curl,Cable Preacher Curl,绳索器械,cable,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Preacher_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Preacher_Curl/1.jpg
high-to-low-cable-fly,绳索高位夹胸,High-to-low Cable Fly,missing,unmatched,0.549,Cable_Iron_Cross,Cable Iron Cross,绳索器械,cable,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Iron_Cross/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Iron_Cross/1.jpg
hollow-body-hold,中空支撑,Hollow Body Hold,missing,manual-review,0.554,Lower_Back_Curl,Lower Back Curl,自重,body only,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Lower_Back_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Lower_Back_Curl/1.jpg
incline-barbell-bench-press,上斜杠铃卧推,Incline Barbell Bench Press,missing,manual-review,0.842,Barbell_Incline_Bench_Press_-_Medium_Grip,Barbell Incline Bench Press - Medium Grip,杠铃 / 卧推凳,barbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Incline_Bench_Press_-_Medium_Grip/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Incline_Bench_Press_-_Medium_Grip/1.jpg
incline-dumbbell-bench-press,上斜哑铃卧推,Incline Dumbbell Bench Press,missing,manual-review,0.874,Incline_Dumbbell_Press,Incline Dumbbell Press,哑铃 / 卧推凳,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Incline_Dumbbell_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Incline_Dumbbell_Press/1.jpg
incline-dumbbell-curl,上斜哑铃弯举,Incline Dumbbell Curl,complete,already-covered,1.000,Incline_Dumbbell_Curl,Incline Dumbbell Curl,哑铃 / 卧推凳,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Incline_Dumbbell_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Incline_Dumbbell_Curl/1.jpg
